dataset,model,architecture_name,fs_method,fs_percent,fs_n_features,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_sum,accuracy_mean,accuracy_std,accuracy_sum,log_loss_mean,log_loss_std,log_loss_sum,inference_time_mean,inference_time_std,inference_time_sum,training_time_mean,training_time_std,training_time_sum,roc_auc_mean,roc_auc_std,roc_auc_sum,f1_mean,f1_std,f1_sum,precision_mean,precision_std,precision_sum,recall_mean,recall_std,recall_sum
adult,mlp/simple,A0,random_2,0.5,7,0.6813409611408466,0.040933490752839724,3.406704805704233,0.8148596323248739,0.01603744588782945,4.07429816162437,0.3935529763702318,0.03192844073285881,1.9677648818511588,0.1735544204711914,0.0013360993765140663,0.867772102355957,0.0,0.0,0.0,0.6813409611408466,0.040933490752839724,3.406704805704233,0.8851124175287385,0.009247094511659011,4.4255620876436925,0.8384233098162858,0.020254269337999984,4.192116549081429,0.9380419222816933,0.021885257516426723,4.690209611408466
adult,mlp/simple,A0,random_2,0.6,8,0.7051255917767788,0.03295412987729312,3.525627958883894,0.8266582725265821,0.011733804131841774,4.13329136263291,0.3732395908812214,0.02603939483002086,1.866197954406107,0.17239208221435548,0.0010567394248086025,0.8619604110717773,0.0,0.0,0.0,0.7051255917767788,0.0329541298772931,3.525627958883894,0.8916727211445143,0.007256730953185205,4.458363605722572,0.8496452286886582,0.017459097220484228,4.248226143443291,0.938784516886891,0.02323718849612372,4.693922584434455
adult,mlp/simple,A0,random_2,0.7,9,0.7021308005349561,0.03949728986292667,3.5106540026747806,0.822716190455604,0.007124690912489917,4.11358095227802,0.369870669859642,0.017484244683184717,1.8493533492982102,0.17387752532958983,0.0011438039753951306,0.8693876266479492,0.0,0.0,0.0,0.7021308005349561,0.039497289862926645,3.5106540026747806,0.8888282652197974,0.007090812716677901,4.444141326098987,0.8494194996700986,0.023021933283064674,4.2470974983504926,0.933968267736579,0.04017815722133928,4.669841338682895
adult,mlp/simple,A0,random_2,0.8,11,0.7677239502393299,0.020834243952851647,3.8386197511966498,0.8506900012625598,0.005885351320480444,4.253450006312799,0.3244916893208745,0.008178938462922336,1.6224584466043726,0.1765766143798828,0.0019910289861192493,0.8828830718994141,0.0,0.0,0.0,0.7677239502393299,0.02083424395285162,3.8386197511966498,0.9042171938481879,0.00348526425361482,4.521085969240939,0.8825961575749106,0.01278892871626783,4.412980787874553,0.9272345671453266,0.013976914180902295,4.636172835726633
adult,mlp/simple,A0,random_2,0.9,12,0.7703340682573618,0.019796014675050558,3.851670341286809,0.8460579523178126,0.012752356961573863,4.230289761589063,0.3341466543566449,0.016124346131860336,1.6707332717832246,0.17519030570983887,0.0028139452897725874,0.8759515285491943,0.0,0.0,0.0,0.7703340682573617,0.0197960146750506,3.8516703412868085,0.900342152767365,0.009511842045620732,4.501710763836825,0.8858216218350641,0.01287947742411959,4.429108109175321,0.9159214698480568,0.025432455147759245,4.579607349240284
adult,mlp/simple,A0,random_3,0.4,5,0.6673638723883613,0.08963199154977253,3.3368193619418065,0.8032643576067432,0.02634974718649986,4.016321788033716,0.4185225317580718,0.0347153723336147,2.092612658790359,0.1733921527862549,0.0006124581086463009,0.8669607639312744,0.0,0.0,0.0,0.6673638723883614,0.0896319915497725,3.336819361941807,0.8776255788096676,0.01567404172700429,4.388127894048338,0.8359280674230769,0.04499134568638438,4.1796403371153845,0.9286477447767227,0.05887137038886234,4.643238723883614
adult,mlp/simple,A0,random_3,0.5,7,0.7100450645989558,0.024575400036185618,3.5502253229947787,0.8162156806008409,0.007352722603855232,4.081078403004205,0.39224173687413544,0.021296609578902725,1.961208684370677,0.1759784698486328,0.0033012322186045124,0.8798923492431641,0.0,0.0,0.0,0.7100450645989558,0.024575400036185625,3.550225322994779,0.8830621844979417,0.007117970677878843,4.4153109224897085,0.8548805626779558,0.015501770741042071,4.274402813389779,0.9141701291979116,0.03135072968063207,4.570850645989558
adult,mlp/simple,A0,random_3,0.6,8,0.7307998617822158,0.03742895275275025,3.6539993089110787,0.8329539398173236,0.010863632040787479,4.164769699086618,0.3637240829272943,0.02131964470473921,1.8186204146364715,0.17360496520996094,0.00025059023290625957,0.8680248260498047,0.0,0.0,0.0,0.7307998617822157,0.03742895275275021,3.6539993089110783,0.8941017047566161,0.005051895753138663,4.470508523783081,0.8638165267207618,0.020017473273447405,4.319082633603809,0.9271997235644314,0.016222044934590486,4.635998617822157
adult,mlp/simple,A0,random_3,0.7,9,0.7391937332124636,0.021865082499917064,3.6959686660623183,0.8339516437923893,0.009121395776083384,4.169758218961946,0.3647039615218989,0.02789134801200875,1.8235198076094945,0.17380766868591307,0.0010187703916160243,0.8690383434295654,0.0,0.0,0.0,0.7391937332124636,0.021865082499917095,3.6959686660623183,0.8939817359606538,0.0062109423721835475,4.469908679803269,0.868525529896031,0.012783199319752853,4.342627649480155,0.9213741330915939,0.01878684922372325,4.606870665457969
adult,mlp/simple,A0,random_3,0.8,11,0.7689862534193027,0.025039594776926147,3.8449312670965137,0.8450079872060596,0.0050077051376651045,4.225039936030298,0.33327881324536424,0.008788800807475693,1.6663940662268213,0.17391500473022461,0.0010122138568258927,0.869575023651123,0.0,0.0,0.0,0.7689862534193027,0.02503959477692619,3.8449312670965137,0.8997610082420758,0.0023696183177143587,4.498805041210379,0.8853209652247349,0.015977943893880506,4.426604826123675,0.9151458401719388,0.01617868447510618,4.575729200859694
adult,mlp/simple,A0,random_3,0.9,12,0.7503922586475407,0.017384547306215203,3.7519612932377036,0.8446496461802815,0.005905717349140482,4.223248230901407,0.3342853613795413,0.01663684421669436,1.6714268068977065,0.17398452758789062,0.0005647878743639455,0.8699226379394531,0.0,0.0,0.0,0.7503922586475407,0.017384547306215203,3.7519612932377036,0.9010945054854801,0.004932866339541281,4.505472527427401,0.8729180865687451,0.011608861369367703,4.364590432843726,0.931611183961748,0.02057128892819646,4.65805591980874
adult,mlp/simple,A0,random_4,0.4,5,0.6326781233222386,0.08394156190018048,3.163390616611193,0.7886524686812275,0.022331675205140063,3.9432623434061376,0.4740797818468859,0.06263781887746675,2.3703989092344293,0.1765145778656006,0.002965568249768859,0.8825728893280029,0.0,0.0,0.0,0.6326781233222386,0.08394156190018048,3.163390616611193,0.8703211917312903,0.010587394321691155,4.351605958656451,0.8192757087402278,0.04509592277326482,4.096378543701139,0.932556246644477,0.04884529217694719,4.662781233222385
adult,mlp/simple,A0,random_4,0.5,7,0.7079216662783189,0.04600593621469976,3.5396083313915945,0.8265813824654176,0.014086962918303967,4.132906912327088,0.3773651947805801,0.017777587765751314,1.8868259739029005,0.17976794242858887,0.003363864489734039,0.8988397121429443,0.0,0.0,0.0,0.7079216662783189,0.04600593621469976,3.5396083313915945,0.8914315416080807,0.0072098172296526765,4.457157708040404,0.8517115681625438,0.024296642777102754,4.258557840812719,0.9360566658899712,0.022824801286473028,4.680283329449856
adult,mlp/simple,A0,random_4,0.6,8,0.6874747636436204,0.08136272769717234,3.4373738182181017,0.8105348554139665,0.021513497077579723,4.0526742770698325,0.3871997214086276,0.036167526919434055,1.9359986070431379,0.17982125282287598,0.0034826123191469753,0.8991062641143799,0.0,0.0,0.0,0.6874747636436204,0.08136272769717236,3.4373738182181017,0.8812121107021691,0.010887183783926075,4.406060553510845,0.845278348146165,0.040746804056151026,4.226391740730825,0.9240695272872408,0.048064876370555815,4.620347636436204
adult,mlp/simple,A0,random_4,0.7,9,0.7237241783270205,0.03752154682682132,3.6186208916351026,0.8236378722770832,0.007514720028693577,4.118189361385416,0.37232960966972906,0.010327614055958861,1.8616480483486453,0.17737011909484862,0.0037323645005093,0.8868505954742432,0.0,0.0,0.0,0.7237241783270205,0.03752154682682133,3.6186208916351026,0.8873973214371522,0.007407887821067468,4.436986607185761,0.8623032119002207,0.023999746748102402,4.311516059501104,0.9158216899873745,0.03878691648328955,4.579108449936872
adult,mlp/simple,A0,random_4,0.8,11,0.7391683704191265,0.01645559838328652,3.6958418520956324,0.8450082033641735,0.004203029158553458,4.225041016820867,0.33862892748499385,0.011192797964686144,1.6931446374249692,0.18224010467529297,0.0055964349373737255,0.9112005233764648,0.0,0.0,0.0,0.7391683704191264,0.0164555983832865,3.695841852095632,0.9023784795439009,0.0030297599088167128,4.511892397719505,0.8656359021207904,0.009887127426253346,4.3281795106039525,0.9426567408382528,0.014937565656527377,4.713283704191264
adult,mlp/simple,A0,random_4,0.9,12,0.77080511569078,0.019577478154258823,3.8540255784539,0.8464412334047473,0.003450560203248458,4.232206167023737,0.33055341623099066,0.012331704842245396,1.6527670811549533,0.17976632118225097,0.006879825777256109,0.8988316059112549,0.0,0.0,0.0,0.77080511569078,0.019577478154258823,3.8540255784539,0.9006305936945509,0.004086361162979615,4.5031529684727545,0.8861522510806662,0.014265098928356871,4.430761255403331,0.9162235647148933,0.023166596566632967,4.581117823574466
adult,mlp/simple,A0,random_5,0.4,5,0.645035801127399,0.07602005042315148,3.225179005636995,0.805774359422799,0.027854951262797318,4.028871797113995,0.4209144330434075,0.037987058447959555,2.1045721652170375,0.1766761302947998,0.0021822153158873436,0.883380651473999,0.0,0.0,0.0,0.645035801127399,0.07602005042315146,3.225179005636995,0.8822069945607811,0.013482138234534258,4.411034972803906,0.8216999913725346,0.03660706691261174,4.108499956862673,0.9540716022547981,0.021709790174475573,4.7703580112739905
adult,mlp/simple,A0,random_5,0.5,7,0.6843652938658631,0.05614142138954363,3.4218264693293152,0.8176230631537044,0.009767148964059029,4.088115315768522,0.39084554183219883,0.01781104177710484,1.954227709160994,0.17677021026611328,0.0036071013788255718,0.8838510513305664,0.0,0.0,0.0,0.6843652938658631,0.05614142138954363,3.4218264693293152,0.8868959781034332,0.0032128603498471258,4.434479890517166,0.8407187723195694,0.02987353401716811,4.203593861597847,0.940570587731726,0.03562187570057511,4.70285293865863
adult,mlp/simple,A0,random_5,0.6,8,0.6997919424814458,0.043001799096738076,3.498959712407229,0.823100535957493,0.013482890988914765,4.115502679787465,0.37574025598376026,0.016981824771152745,1.8787012799188014,0.17548813819885253,0.0009520544152468622,0.8774406909942627,0.0,0.0,0.0,0.6997919424814458,0.04300179909673807,3.498959712407229,0.8895603803090909,0.0071067682337397605,4.447801901545454,0.8475245826983409,0.022061015339309754,4.2376229134917045,0.9368638849628915,0.022372239543481345,4.684319424814458
adult,mlp/simple,A0,random_5,0.7,9,0.7581117141896601,0.015485180920374764,3.7905585709483,0.8416810026985375,0.0033663273505754178,4.208405013492688,0.34439846228073867,0.012646988732410772,1.7219923114036932,0.1794607162475586,0.00720534172876154,0.897303581237793,0.0,0.0,0.0,0.7581117141896601,0.015485180920374774,3.7905585709483,0.8981624049320697,0.0029519944204241043,4.4908120246603485,0.8787195915920026,0.010166819879862756,4.393597957960013,0.9187834283793199,0.01559228202944637,4.5939171418966
adult,mlp/simple,A0,random_5,0.8,11,0.7608730753003459,0.03643202876826064,3.8043653765017296,0.843549640465192,0.011405619704108355,4.21774820232596,0.3418291519065563,0.0216039905455438,1.7091457595327815,0.1766066551208496,0.002118481536377512,0.883033275604248,0.0,0.0,0.0,0.7608730753003459,0.03643202876826063,3.804365376501729,0.8994364093501517,0.0056622701761568405,4.497182046750758,0.8804371010134535,0.020597165801164812,4.402185505067267,0.9198261506006918,0.014579335461570858,4.599130753003459
adult,mlp/simple,A0,random_5,0.9,12,0.7642361233709946,0.019449042687654676,3.821180616854973,0.8441121395542984,0.0034552563518617315,4.220560697771492,0.3340044330059765,0.01337795078236628,1.6700221650298823,0.18186511993408203,0.004947116505474744,0.9093255996704102,0.0,0.0,0.0,0.7642361233709946,0.019449042687654648,3.821180616854973,0.8994573511182791,0.003369828092791691,4.497286755591396,0.8822909333323103,0.013430912153796408,4.411454666661552,0.9178055800753224,0.01982767250277751,4.589027900376612
adult,mlp/simple_nd,A0,decision_tree,0.4,5,0.5504369237868951,0.007858068408645566,2.752184618934476,0.7746525692275016,0.0012046429781166163,3.873262846137508,0.46287995989697306,0.007780577767832394,2.3143997994848653,0.17485570907592773,0.003041085005692275,0.8742785453796387,0.0,0.0,0.0,0.5504369237868951,0.007858068408645528,2.752184618934476,0.8687812910620677,0.0008524721803176863,4.343906455310338,0.7793071897205911,0.003193281697213915,3.8965359486029554,0.9815138475737903,0.0063820632038936904,4.907569237868952
adult,mlp/simple_nd,A0,decision_tree,0.5,7,0.715423862988645,0.02350654527103468,3.577119314943225,0.8255572416980137,0.0010473147768876026,4.127786208490068,0.37914672996499516,0.005244747101825023,1.8957336498249757,0.17643332481384277,0.002895858791966956,0.8821666240692139,0.0,0.0,0.0,0.7154238629886449,0.023506545271034678,3.5771193149432245,0.8898284235063919,0.002156873532956994,4.449142117531959,0.8558782548400709,0.013872732213074564,4.279391274200354,0.9271677259772899,0.021139010709398123,4.635838629886449
adult,mlp/simple_nd,A0,decision_tree,0.6,8,0.7159715602905634,0.03563968641838348,3.579857801452817,0.8252244761072414,0.00362048554538339,4.126122380536207,0.3776927014801323,0.005113408388639856,1.8884635074006615,0.17943458557128905,0.004554067359505416,0.8971729278564453,0.0,0.0,0.0,0.7159715602905635,0.03563968641838348,3.5798578014528175,0.8895332265569819,0.0012936490343653509,4.447666132784909,0.8567397084398525,0.021091805420271732,4.283698542199263,0.9260231205811269,0.026422313538112696,4.630115602905635
adult,mlp/simple_nd,A0,decision_tree,0.7,9,0.7451418854425151,0.01901597944177709,3.7257094272125757,0.8313415149179393,0.004128624808436944,4.156707574589697,0.3678409321830655,0.005535337764433416,1.8392046609153276,0.1806114673614502,0.00519436470738363,0.903057336807251,0.0,0.0,0.0,0.7451418854425151,0.01901597944177711,3.7257094272125757,0.8913825834195709,0.0036617012753289596,4.4569129170978545,0.8731157654871733,0.012277945399914232,4.365578827435867,0.9108704375516969,0.01898387394669004,4.554352187758485
adult,mlp/simple_nd,A0,decision_tree,0.8,11,0.7531338925767752,0.011157523938463003,3.765669462883876,0.8336705170649463,0.004734610688280463,4.168352585324731,0.3557574694830362,0.007559586695621977,1.778787347415181,0.18274145126342772,0.005796069497544371,0.9137072563171387,0.0,0.0,0.0,0.7531338925767753,0.011157523938462956,3.7656694628838765,0.8923960966175599,0.004678954652933072,4.4619804830878,0.8776636116772527,0.008728218243566076,4.388318058386264,0.9079744518202171,0.01870759844162837,4.539872259101085
adult,mlp/simple_nd,A0,decision_tree,0.9,12,0.753820946967571,0.012651935988185203,3.7691047348378546,0.8357690782870648,0.0036754084791706444,4.178845391435324,0.3510302277813443,0.006171875908998996,1.7551511389067214,0.1770475387573242,0.00995124150660584,0.8852376937866211,0.0,0.0,0.0,0.753820946967571,0.012651935988185203,3.7691047348378546,0.8939681180344052,0.004089839504957461,4.469840590172026,0.8775562269708603,0.009738075415362585,4.387781134854301,0.9113752272684753,0.01860472874210299,4.556876136342376
